cycle,r_squared,p_center,p_height,p_width,p_fwhm,p_rise_time,p_decay_time,p_rise_decay_symmetry,p_sharpness,p_on,p_off,q_center,q_height,q_width,q_fwhm,q_rise_time,q_decay_time,q_rise_decay_symmetry,q_sharpness,q_on,q_off,r_center,r_height,r_width,r_fwhm,r_rise_time,r_decay_time,r_rise_decay_symmetry,r_sharpness,r_on,r_off,s_center,s_height,s_width,s_fwhm,s_rise_time,s_decay_time,s_rise_decay_symmetry,s_sharpness,s_on,s_off,t_center,t_height,t_width,t_fwhm,t_rise_time,t_decay_time,t_rise_decay_symmetry,t_sharpness,t_on,t_off,pr_interval,pr_segment,qrs_duration,st_segment,qt_interval,p_duration,pp_interval,rr_interval
221,0.9831374770470599,219202.64108511957,3397.256141203783,14.948063684901365,49.0,32.0,17.0,0.6530612244897959,0.016259600150021116,219171.0,219220.0,219294.44931004156,-4190.0296606494685,7.4740318425345675,22.0,13.0,9.0,0.5909090909090909,-0.10487983388850032,219282.0,219303.0,219329.03723198385,47529.118988984315,9.978501623507261,26.0,13.0,13.0,0.5,0.04453683442205254,219316.0,219342.0,219359.59452526018,-10902.895200901357,6.539777862216745,23.0,8.0,15.0,0.34782608695652173,-0.08964570594569064,219352.0,219375.0,219561.19723805907,10125.2134162488,30.830381348649887,80.0,44.0,36.0,0.55,0.00610184831776543,219517.0,219597.0,111.0,62.0,93.0,222.0,315.0,49.0,826.0,826.0
222,0.9916330978014689,220028.5287792405,3614.9161708908455,16.816571635667454,48.0,20.0,28.0,0.4166666666666667,0.00972043753700205,220009.0,220057.0,220133.19896830127,-3241.8075216183784,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.16430069662328015,220122.0,220140.0,220166.49551070324,48695.41777940305,10.208530026485851,26.0,13.0,13.0,0.5,0.043850809681081335,220154.0,220179.0,220196.89939639912,-9971.093426632015,7.4740318425345675,21.0,8.0,13.0,0.38095238095238093,-0.10287492374091953,220189.0,220210.0,220396.942441519,10457.017786889535,33.63314329129348,85.0,46.0,39.0,0.5411764705882353,0.005190917332678662,220352.0,220436.0,113.0,65.0,88.0,226.0,314.0,48.0,823.0,837.0
223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,0.9884261509992783,221982.44384706047,4118.077860377632,15.882317665385957,51.0,18.0,33.0,0.35294117647058826,0.014817032445879797,221964.0,222015.0,222088.50959308015,-4169.7605166778585,5.605523881900925,17.0,11.0,6.0,0.6470588235294118,-0.18376001811960468,222078.0,222094.0,222119.81830547482,47574.38897904776,9.937125116640624,26.0,13.0,13.0,0.5,0.04467033653542177,222107.0,222133.0,222150.3368884042,-9304.284110611412,6.539777862217747,21.0,7.0,14.0,0.3333333333333333,-0.10731541851723331,222143.0,222164.0,222351.85750933897,10047.061736217207,34.56739727172237,90.0,50.0,40.0,0.5555555555555556,0.004276843510606136,222303.0,222392.0,114.0,63.0,86.0,228.0,314.0,51.0,1954.0,1953.0
225,0.9904172575347284,222886.5287792405,3197.1587053035228,16.816571645702776,51.0,20.0,31.0,0.39215686274509803,0.010579986246929225,222867.0,222918.0,222992.2172045647,-4809.155676742548,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.14340763960613223,222981.0,222999.0,223024.21154181153,48449.40708428772,10.113036360281182,26.0,13.0,13.0,0.5,0.044021620467600095,223011.0,223037.0,223055.48862214733,-9834.964852168208,7.4740318425345675,23.0,8.0,15.0,0.34782608695652173,-0.09888288523149508,223047.0,223070.0,223254.02737369903,10131.397587548807,32.69888931108873,84.0,45.0,39.0,0.5357142857142857,0.005845589858815373,223209.0,223292.0,114.0,63.0,89.0,222.0,311.0,51.0,904.0,904.0
226,0.987834858101621,223772.9342539803,1497.413436692477,10.276793772742572,43.0,12.0,31.0,0.27906976744186046,0.04000148501554147,223761.0,223803.0,223862.50959308015,-2084.267271250514,5.605523881900925,14.0,9.0,5.0,0.6428571428571429,-0.2660634086737598,223854.0,223868.0,223895.9701136853,49362.42082937852,10.341459132211622,26.0,13.0,13.0,0.5,0.04282974912941845,223883.0,223909.0,223925.5748633276,-7923.598163143469,6.539777862217747,19.0,7.0,12.0,0.3684210526315789,-0.13136262324963938,223919.0,223938.0,224127.02737369903,11307.662035816686,32.69888931108873,87.0,49.0,38.0,0.5632183908045977,0.005195893653322524,224078.0,224165.0,93.0,51.0,84.0,227.0,311.0,42.0,887.0,872.0
227,0.9892564379762272,224735.30135639946,5032.774931756073,18.68507960633642,57.0,35.0,22.0,0.6140350877192983,0.00960440356804009,224700.0,224757.0,224827.50959308015,-3116.0121825936963,5.605523881900925,14.0,9.0,5.0,0.6428571428571429,-0.23735062489387695,224819.0,224833.0,224859.6864753285,51432.70358066444,10.309569687650948,26.0,13.0,13.0,0.5,0.04296009671497131,224847.0,224873.0,224889.40547473982,-7548.613402862483,6.539777862217747,18.0,6.0,12.0,0.3333333333333333,-0.15171806360616674,224883.0,224901.0,225090.85750933897,11476.463945219368,34.56739727172237,90.0,50.0,40.0,0.5555555555555556,0.005214361308101324,225041.0,225131.0,119.0,62.0,82.0,230.0,312.0,57.0,965.0,964.0
228,0.8943914585000032,225091.7068311393,7381.411056229746,23.35626098176614,66.0,37.0,29.0,0.5606060606060606,0.00842538843724666,225055.0,225121.0,225562.23561037978,-7609.420897714964,8.408285822810749,410.0,400.0,10.0,0.975609756097561,-0.0640182081101449,225162.0,225572.0,225595.76759732474,43732.44855185682,9.659405688936989,25.0,13.0,12.0,0.52,0.04842626296157347,225583.0,225608.0,225626.76438962022,-14601.113170400253,8.408285822731285,34.0,10.0,24.0,0.29411764705882354,-0.06552853850412327,225617.0,225650.0,225821.87669549993,5708.771436631004,19.109740506480595,55.0,28.0,27.0,0.509090909090909,0.010545059240693856,225794.0,225849.0,107.0,41.0,488.0,199.0,687.0,66.0,357.0,736.0
229,0.987867974812949,226537.5287792405,3662.954004373402,16.816571645702776,51.0,21.0,30.0,0.4117647058823529,0.010013899852466708,226518.0,226568.0,226640.46916623347,-4099.435513274406,5.605523881900925,16.0,10.0,6.0,0.625,-0.16370355823793095,226630.0,226646.0,226671.87663399594,46619.42637227831,10.017888286038007,26.0,13.0,13.0,0.5,0.044229810418608836,226659.0,226685.0,226702.4091534814,-9276.05422281856,6.539777862217747,20.0,7.0,13.0,0.35,-0.10877881148802573,226695.0,226715.0,226904.942441519,10309.695985732404,33.63314329140555,91.0,51.0,40.0,0.5604395604395604,0.004282960469860278,226854.0,226944.0,112.0,62.0,85.0,229.0,314.0,50.0,1442.0,1076.0
230,0.9890816116969507,227369.64108511957,3701.412098733147,14.948063685069135,49.0,32.0,17.0,0.6530612244897959,0.015198911018504303,227338.0,227387.0,227462.46873777703,-3363.2405372543844,6.539777862216479,18.0,11.0,7.0,0.6111111111111112,-0.15589195761040156,227451.0,227469.0,227495.67156391856,47866.53651068589,10.2221568104801,26.0,13.0,13.0,0.5,0.043414014464898724,227483.0,227509.0,227526.1170135794,-9388.090901999865,6.539777862217744,20.0,7.0,13.0,0.35,-0.11060051894993501,227519.0,227539.0,227726.02737369903,10793.340861596707,32.69888931108873,83.0,45.0,38.0,0.5421686746987951,0.005632410477007416,227681.0,227764.0,113.0,64.0,88.0,225.0,313.0,49.0,835.0,824.0
231,0.9911256703777896,228351.44384706047,3614.5205602904284,15.88231766538589,50.0,18.0,32.0,0.36,0.015248162769654442,228333.0,228383.0,228456.50959308015,-3881.9786679766876,5.605523881900925,16.0,11.0,5.0,0.6875,-0.19655938773886628,228446.0,228462.0,228488.4791223593,51232.00524781682,10.166132867152019,26.0,13.0,13.0,0.5,0.04325643129487376,228475.0,228501.0,228519.13740554673,-8457.775115757575,6.539777862217746,20.0,7.0,13.0,0.35,-0.11879610772935893,228512.0,228532.0,228721.11230587904,10259.05592188826,31.764635330771913,84.0,47.0,37.0,0.5595238095238095,0.005792942142440072,228674.0,228758.0,113.0,63.0,86.0,226.0,312.0,50.0,979.0,993.0
232,0.99201858520449,229368.64108511957,3353.0863567617816,14.948063685069133,45.0,28.0,17.0,0.6222222222222222,0.021007902362684475,229342.0,229386.0,229459.5945252601,-3823.225136494249,6.5397778622158755,16.0,10.0,6.0,0.625,-0.1891593709428038,229450.0,229466.0,229491.83572624886,51418.827037555544,10.204283448584299,26.0,13.0,13.0,0.5,0.04346456019102629,229479.0,229505.0,229521.99829674445,-8173.849422183201,6.53977786221773,20.0,7.0,13.0,0.35,-0.12720943158360729,229515.0,229535.0,229722.942441519,10715.12309158772,33.63314329140494,85.0,46.0,39.0,0.5411764705882353,0.005561400114398466,229677.0,229762.0,108.0,64.0,85.0,227.0,312.0,44.0,1020.0,1003.0
233,0.9885655383011992,230371.55615293953,3743.5900417928924,15.882317665383107,51.0,33.0,18.0,0.6470588235294118,0.02275198829005173,230339.0,230390.0,230460.50959308015,-3455.9756104922353,5.605523881900925,15.0,10.0,5.0,0.6666666666666666,-0.2162003108845182,230451.0,230466.0,230492.44252385065,50496.06978903817,10.214302794275477,26.0,13.0,13.0,0.5,0.04318091396548358,230479.0,230505.0,230522.50860125024,-8232.819253368034,6.539777862217388,19.0,7.0,12.0,0.3684210526315789,-0.12107658788295873,230516.0,230535.0,230725.11230587904,11483.903180662275,31.764635330752316,85.0,48.0,37.0,0.5647058823529412,0.005791642163384282,230677.0,230762.0,112.0,61.0,84.0,227.0,311.0,51.0,1003.0,1001.0
234,0.9852656987609755,231316.64108511957,3542.5772474944265,14.948063685068826,52.0,35.0,17.0,0.6730769230769231,0.02173487414035482,231282.0,231334.0,231404.50959308015,-3624.784994635159,5.605523881900633,15.0,10.0,5.0,0.6666666666666666,-0.214986781784323,231395.0,231410.0,231435.87446438818,47779.50394337171,10.237982340134195,26.0,13.0,13.0,0.5,0.04354784776977633,231423.0,231449.0,231466.41478873868,-8647.805276049145,7.474031842534411,20.0,7.0,13.0,0.35,-0.11679443147929591,231459.0,231479.0,231668.11230587904,11756.09095761807,31.76463533077037,86.0,49.0,37.0,0.5697674418604651,0.005586785664234033,231619.0,231705.0,113.0,61.0,84.0,226.0,310.0,52.0,945.0,943.0
235,0.9859547784451825,232181.5287792405,3521.9921278391485,16.816571645702776,54.0,20.0,34.0,0.37037037037037035,0.012024785240423238,232162.0,232216.0,232287.59452526018,-4017.336712585235,6.539777862217747,16.0,10.0,6.0,0.625,-0.18070827993292582,232278.0,232294.0,232319.33359148743,46569.25619557275,10.17252218385962,26.0,13.0,13.0,0.5,0.043310297089809296,232306.0,232332.0,232350.25860743693,-9336.739960530138,6.539777862217747,20.0,7.0,13.0,0.35,-0.10518137262027107,232343.0,232363.0,232550.11230587904,11345.198337847012,31.764635330771913,86.0,49.0,37.0,0.5697674418604651,0.005783164000108358,232501.0,232587.0,116.0,62.0,85.0,224.0,309.0,54.0,862.0,884.0
236,0.9864444280286239,232991.81094947964,3170.8488265177252,13.079555724435494,46.0,31.0,15.0,0.6739130434782609,0.019242684224854298,232961.0,233007.0,233083.41024704385,-4327.794532924332,7.4740318425345675,22.0,13.0,9.0,0.5909090909090909,-0.1060281258991853,233070.0,233092.0,233117.81523467824,47737.60707496333,10.041134900409995,26.0,13.0,13.0,0.5,0.044214808186112814,233105.0,233131.0,233148.59452525183,-10791.406486146396,6.539777862217747,21.0,8.0,13.0,0.38095238095238093,-0.09151638769400477,233141.0,233162.0,233348.19723805907,10834.123647385082,30.83038135045509,79.0,43.0,36.0,0.5443037974683544,0.005958193906884981,233305.0,233384.0,109.0,63.0,92.0,222.0,314.0,46.0,813.0,798.0
237,0.9922143199896615,233862.4712207595,4412.206553617797,16.816571645702776,54.0,34.0,20.0,0.6296296296296297,0.011261493447286964,233828.0,233882.0,233957.59452526018,-2770.8425635817507,6.539777862217747,16.0,10.0,6.0,0.625,-0.20560826842948257,233948.0,233964.0,233991.27481583634,50510.96826630158,10.372558804328365,26.0,13.0,13.0,0.5,0.043074527344927324,233978.0,234004.0,234021.33002523115,-9024.756177784635,7.4740318425345675,20.0,7.0,13.0,0.35,-0.12420059844053573,234014.0,234034.0,234221.942441519,10968.519878766767,33.63314329140555,84.0,45.0,39.0,0.5357142857142857,0.005751149359920101,234177.0,234261.0,120.0,66.0,86.0,227.0,313.0,54.0,871.0,874.0
238,0.9881302998893176,234835.5287792405,4475.314231708012,16.816571645702776,53.0,20.0,33.0,0.37735849056603776,0.011499712215571445,234816.0,234869.0,234944.50959308015,-2594.6520407813455,5.605523881900749,15.0,10.0,5.0,0.6666666666666666,-0.2269916022328674,234935.0,234950.0,234977.701715094,50028.9885603734,10.201122750615276,26.0,13.0,13.0,0.5,0.043531114009861455,234965.0,234991.0,235007.82305400132,-9093.02228572872,6.539777862217743,20.0,7.0,13.0,0.35,-0.11468395199347911,235001.0,235021.0,235210.11230587904,11276.094693172243,31.764635330771913,84.0,47.0,37.0,0.5595238095238095,0.0058620314005955005,235163.0,235247.0,119.0,66.0,86.0,226.0,312.0,53.0,970.0,986.0
239,0.98861928838846,235855.64108511957,2921.748984236438,14.877182023023057,44.0,27.0,17.0,0.6136363636363636,0.02000466923915927,235829.0,235873.0,235949.40548906883,-4245.466844694204,5.605523881900925,17.0,11.0,6.0,0.6470588235294118,-0.16121295430010854,235938.0,235955.0,235981.082070657,49161.730652821,10.136562731414504,26.0,13.0,13.0,0.5,0.043915516363608416,235968.0,235994.0,236011.9158838566,-9370.55429820157,7.4740318425345675,21.0,8.0,13.0,0.38095238095238093,-0.10224448803880522,236004.0,236025.0,236212.02737369903,11072.783757204235,32.69888931108873,86.0,48.0,38.0,0.5581395348837209,0.005213656166779846,236164.0,236250.0,109.0,65.0,87.0,225.0,312.0,44.0,1023.0,1003.0
240,0.9861126537033483,236863.64108511957,3341.998395328579,14.948063685066721,52.0,35.0,17.0,0.6730769230769231,0.017666631274502444,236829.0,236881.0,236953.50959308015,-4109.673460303068,5.605523881900923,16.0,11.0,5.0,0.6875,-0.18184215984612387,236943.0,236959.0,236985.22759135455,46789.22573837566,10.17906062698837,26.0,13.0,13.0,0.5,0.043691108804911574,236972.0,236998.0,237015.86892717105,-9262.324590248323,7.474031842516736,21.0,8.0,13.0,0.38095238095238093,-0.10271057911311,237008.0,237029.0,237217.02737369903,11251.160940249021,32.698889311084756,87.0,49.0,38.0,0.5632183908045977,0.006100421234107565,237168.0,237255.0,114.0,62.0,86.0,226.0,312.0,52.0,1008.0,1005.0
241,0.990612078240358,237826.81094947964,2730.2274612538567,13.079555724435494,47.0,32.0,15.0,0.6808510638297872,0.025722447095535828,237795.0,237842.0,237914.13293163574,-4642.57046741707,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.1461768331858373,237903.0,237921.0,237946.24945278803,46371.466517330075,10.265337935409635,26.0,13.0,13.0,0.5,0.04328453355398374,237933.0,237959.0,237977.30860586837,-9428.047911461004,7.4740318425345675,21.0,8.0,13.0,0.38095238095238093,-0.102352620070643,237969.0,237990.0,238174.85750933897,10440.693853788009,34.41563819946846,85.0,45.0,40.0,0.5294117647058824,0.004702263488948128,238131.0,238215.0,108.0,61.0,87.0,225.0,312.0,47.0,963.0,961.0
242,0.9920905726393653,238788.55615293953,3179.3855810806117,15.882317665385957,50.0,32.0,18.0,0.64,0.016041445627108065,238757.0,238807.0,238879.59452526018,-4027.8135842369284,6.539777862217747,17.0,11.0,6.0,0.6470588235294118,-0.17603501580359984,238869.0,238886.0,238912.01500159394,50239.035676223735,10.271088252431115,26.0,13.0,13.0,0.5,0.04289176631505824,238899.0,238925.0,238942.78705290233,-8696.601463905456,6.539777862217747,20.0,7.0,13.0,0.35,-0.11155025717698633,238936.0,238956.0,239142.942441519,10603.342054154184,33.63314329140555,83.0,44.0,39.0,0.5301204819277109,0.0057172624528761245,239099.0,239182.0,112.0,62.0,87.0,226.0,313.0,50.0,962.0,965.0
243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,0.9930992041144684,240663.5287792405,3251.413044051713,16.81657164568749,49.0,20.0,29.0,0.40816326530612246,0.010673651043263928,240644.0,240693.0,240763.59452526018,-4042.6707228129885,6.539777862217747,17.0,11.0,6.0,0.6470588235294118,-0.18818984064867303,240753.0,240770.0,240795.29221085773,50009.18203875934,10.180522048025072,26.0,13.0,13.0,0.5,0.043916929184447694,240782.0,240808.0,240825.67780206463,-8552.645728843461,7.474031842534561,21.0,8.0,13.0,0.38095238095238093,-0.11177410183514354,240818.0,240839.0,241030.02737369903,10033.946328185952,32.69888931108873,84.0,46.0,38.0,0.5476190476190477,0.005239728378993342,240984.0,241068.0,109.0,60.0,86.0,229.0,315.0,49.0,1872.0,1884.0
245,0.9894690288326907,241488.3862885795,4783.648260157196,17.750825626019417,52.0,31.0,21.0,0.5961538461538461,0.009769721326582404,241457.0,241509.0,241582.50959308015,-2676.0242033535437,5.605523881900925,15.0,10.0,5.0,0.6666666666666666,-0.22187641310973943,241573.0,241588.0,241615.40366687358,47295.44878740583,10.246682364724778,26.0,13.0,13.0,0.5,0.04362990127652799,241602.0,241628.0,241645.62651550438,-9780.167795291514,7.474031842534488,20.0,8.0,12.0,0.4,-0.1030347444935723,241638.0,241658.0,241844.85750933897,12278.358148982585,34.56739727172165,88.0,48.0,40.0,0.5454545454545454,0.005647552760656763,241797.0,241885.0,116.0,64.0,85.0,227.0,312.0,52.0,828.0,820.0
246,0.9895597030033698,243003.5287792405,3708.9304174126028,16.816571645702776,49.0,20.0,29.0,0.40816326530612246,0.010103776512534822,242984.0,243033.0,243109.05217681636,-3364.689142033128,6.539777862217747,19.0,12.0,7.0,0.631578947368421,-0.15319573727884006,243097.0,243116.0,243142.6588450922,47726.63585663567,10.157872032208296,26.0,13.0,13.0,0.5,0.04362493674332741,243130.0,243156.0,243173.4412765724,-10369.949043857263,6.539777862217747,21.0,7.0,14.0,0.3333333333333333,-0.10273129908730703,243166.0,243187.0,243372.02737369903,10006.468383216567,32.025637701406836,81.0,43.0,38.0,0.5308641975308642,0.00564170093073005,243329.0,243410.0,113.0,64.0,90.0,223.0,313.0,49.0,1512.0,1527.0
247,0.990732453280592,243881.4712207595,3878.3436660824577,16.81657164565832,50.0,30.0,20.0,0.6,0.010923909403563532,243851.0,243901.0,243977.42664286823,-3143.8267997242315,6.539777862215368,17.0,10.0,7.0,0.5882352941176471,-0.16531900664000604,243967.0,243984.0,244010.845364648,49612.58351503251,10.231320380557532,26.0,13.0,13.0,0.5,0.04342425526571442,243998.0,244024.0,244040.9333587531,-9344.106232796075,6.539777862217744,20.0,7.0,13.0,0.35,-0.1151978591808248,244034.0,244054.0,244241.942441519,10798.600268500159,33.63314329140554,85.0,46.0,39.0,0.5411764705882353,0.0056795098509148465,244196.0,244281.0,116.0,66.0,87.0,227.0,314.0,50.0,881.0,868.0
248,0.9900530890480926,244842.3862885795,4724.553037594013,17.750825626019594,53.0,32.0,21.0,0.6037735849056604,0.010816627910975336,244810.0,244863.0,244938.50959308015,-2262.4266699899363,5.605523881900925,14.0,9.0,5.0,0.6428571428571429,-0.24943949195041687,244930.0,244944.0,244972.03804070913,50238.133254677785,10.266071860312849,26.0,13.0,13.0,0.5,0.04310791740535495,244959.0,244985.0,245002.03461901753,-8902.041556559378,6.5397778622177265,20.0,7.0,13.0,0.35,-0.12210266370675732,244995.0,245015.0,245203.942441519,10888.907469472984,33.63314329140555,85.0,46.0,39.0,0.5411764705882353,0.005954315622545576,245158.0,245243.0,120.0,67.0,85.0,228.0,313.0,53.0,961.0,962.0
249,0.9869864994609004,245824.18905052036,2626.74210151226,13.079555724435494,44.0,15.0,29.0,0.3409090909090909,0.020093325840392768,245809.0,245853.0,245930.28057369502,-5045.39953797899,6.539777862217747,19.0,12.0,7.0,0.631578947368421,-0.1285233948504595,245918.0,245937.0,245962.52125793663,48360.97529745222,10.033738328913751,25.0,13.0,12.0,0.52,0.044807824399206345,245950.0,245975.0,245993.25828050118,-9719.205545255929,7.474031842534563,21.0,8.0,13.0,0.38095238095238093,-0.10276072349879174,245985.0,246006.0,246195.11230587904,10800.412830618177,31.764635330771913,84.0,47.0,37.0,0.5595238095238095,0.00519767232226418,246148.0,246232.0,109.0,65.0,88.0,226.0,314.0,44.0,979.0,990.0
250,0.9882471544058608,246795.4712207595,3504.8177678951797,16.816571645702776,54.0,34.0,20.0,0.6296296296296297,0.013811149734862594,246761.0,246815.0,246887.59452526018,-4076.0768095668373,6.539777862217747,17.0,11.0,6.0,0.6470588235294118,-0.1762338578037822,246877.0,246894.0,246919.45777364352,47507.14749596654,10.137769326872373,26.0,13.0,13.0,0.5,0.04359974540180555,246906.0,246932.0,246949.95267195892,-9156.015804791941,6.539777862217747,20.0,7.0,13.0,0.35,-0.10821444021607808,246943.0,246963.0,247148.942441519,10924.387343715583,33.63314329140555,86.0,47.0,39.0,0.5465116279069767,0.005546461047779254,247102.0,247188.0,116.0,62.0,86.0,225.0,311.0,54.0,974.0,957.0
251,0.9879008248482813,247736.81094947964,2760.57102132415,13.079555724435494,49.0,34.0,15.0,0.6938775510204082,0.02102195318293676,247703.0,247752.0,247826.24514968993,-4805.538346943423,6.539777862216709,18.0,11.0,7.0,0.6111111111111112,-0.14593635917358047,247815.0,247833.0,247858.00815494574,46686.361818294834,10.203313004250129,26.0,13.0,13.0,0.5,0.04376386168051131,247845.0,247871.0,247888.99843732407,-9575.296491781308,7.474031842534441,21.0,8.0,13.0,0.38095238095238093,-0.09878278650375201,247881.0,247902.0,248087.942441519,10760.77791683957,33.63314329140317,85.0,46.0,39.0,0.5411764705882353,0.005230024056380799,248042.0,248127.0,112.0,63.0,87.0,225.0,312.0,49.0,941.0,938.0
