cycle,r_squared,p_center,p_height,p_width,p_fwhm,p_rise_time,p_decay_time,p_rise_decay_symmetry,p_sharpness,p_on,p_off,q_center,q_height,q_width,q_fwhm,q_rise_time,q_decay_time,q_rise_decay_symmetry,q_sharpness,q_on,q_off,r_center,r_height,r_width,r_fwhm,r_rise_time,r_decay_time,r_rise_decay_symmetry,r_sharpness,r_on,r_off,s_center,s_height,s_width,s_fwhm,s_rise_time,s_decay_time,s_rise_decay_symmetry,s_sharpness,s_on,s_off,t_center,t_height,t_width,t_fwhm,t_rise_time,t_decay_time,t_rise_decay_symmetry,t_sharpness,t_on,t_off,pr_interval,pr_segment,qrs_duration,st_segment,qt_interval,p_duration,pp_interval,rr_interval
345,0.9859910433894117,340599.1041183403,3630.819836298294,12.14530174411866,49.0,14.0,35.0,0.2857142857142857,0.02472048177084596,340585.0,340634.0,340711.1458175001,-4874.973922602545,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.14135707154776334,340700.0,340718.0,340743.251256893,49482.80756224999,10.082326169743318,26.0,13.0,13.0,0.5,0.04431560506628376,340730.0,340756.0,340774.0290272279,-9318.370597096466,7.474031842533876,21.0,8.0,13.0,0.38095238095238093,-0.10346577565577919,340766.0,340787.0,340977.11230587907,10647.025465205788,31.764635330771902,86.0,49.0,37.0,0.5697674418604651,0.005158609084573748,340928.0,341014.0,115.0,66.0,87.0,227.0,314.0,49.0,1018.0,1020.0
346,0.9895473188368064,341571.72601729963,3781.507113739062,14.01380970475208,54.0,38.0,16.0,0.7037037037037037,0.023937609610985466,341534.0,341588.0,341660.50959251745,-3879.160461542996,5.605523881900916,16.0,11.0,5.0,0.6875,-0.21018330557278028,341650.0,341666.0,341691.76533811656,48998.92377045368,10.183799180880797,26.0,13.0,13.0,0.5,0.0434640648312804,341679.0,341705.0,341722.07928979135,-8537.27974860966,6.539777862217723,19.0,7.0,12.0,0.3684210526315789,-0.11982772617858058,341715.0,341734.0,341921.857509339,11141.857149403624,34.56739727172237,89.0,49.0,40.0,0.550561797752809,0.00513364606172086,341873.0,341962.0,116.0,62.0,84.0,228.0,312.0,54.0,975.0,948.0
347,,,,,,,,,,,342066.0,,,,,,,,,342484.0,342508.0,,,,,,,,,342522.0,342548.0,,,,,,,,,342557.0,342579.0,,,,,,,,,342727.0,342797.0,,,,,,,,
348,0.9934222950198254,343559.72601729963,2995.5690613947168,14.013809704563487,45.0,29.0,16.0,0.6444444444444445,0.02572641371037267,343531.0,343576.0,343647.594525228,-4031.5528200379413,6.539777862050053,17.0,11.0,6.0,0.6470588235294118,-0.1803516842295854,343637.0,343654.0,343679.81995349936,50731.12851599295,10.217156741087734,26.0,13.0,13.0,0.5,0.04371800808267946,343667.0,343693.0,343710.5441821239,-8595.191656906696,7.474031842521195,21.0,8.0,13.0,0.38095238095238093,-0.10710278868597382,343703.0,343724.0,343914.942441519,9592.159314763263,33.63314326108368,85.0,46.0,39.0,0.5411764705882353,0.005226080120119645,343869.0,343954.0,106.0,61.0,87.0,230.0,317.0,45.0,1988.0,1988.0
349,0.9910711649268709,344544.81094947964,3410.753954587929,13.079555724435494,48.0,33.0,15.0,0.6875,0.02625184567647984,344512.0,344560.0,344632.4246608993,-3546.7746158819414,4.671269901584105,15.0,10.0,5.0,0.6666666666666666,-0.2044639903655731,344622.0,344637.0,344663.71745775105,51085.764666078416,10.160758023089397,26.0,13.0,13.0,0.5,0.04342003400210436,344651.0,344677.0,344694.18592303543,-8351.46154989625,6.539777862217747,20.0,7.0,13.0,0.35,-0.12273085671798104,344687.0,344707.0,344896.772577159,10912.2870917865,35.50165125203919,90.0,49.0,41.0,0.5444444444444444,0.005475604835783232,344848.0,344938.0,110.0,62.0,85.0,231.0,316.0,48.0,985.0,984.0
350,0.9895900784302477,345523.81094947964,3289.660981226974,13.079555724435489,50.0,35.0,15.0,0.7,0.02685403096771892,345489.0,345539.0,345611.17794461054,-4103.59420664297,5.605523881900925,16.0,10.0,6.0,0.625,-0.18296203524451654,345601.0,345617.0,345642.3065635273,48787.70189401506,10.095800781239173,26.0,13.0,13.0,0.5,0.04366631510903632,345629.0,345655.0,345672.90596187545,-8967.874720200172,6.539777862217737,20.0,7.0,13.0,0.35,-0.1085508061082056,345666.0,345686.0,345873.772577159,10756.534539178938,35.50165125200444,88.0,47.0,41.0,0.5340909090909091,0.004586715952070797,345827.0,345915.0,112.0,62.0,85.0,229.0,314.0,50.0,979.0,979.0
351,0.9858544235860387,346481.81094947964,2673.4452735160876,13.079555724435322,48.0,33.0,15.0,0.6875,0.025270892039892787,346449.0,346497.0,346568.98732196295,-4588.186117762281,5.605523881900925,17.0,11.0,6.0,0.6470588235294118,-0.1587732883691359,346558.0,346575.0,346600.47077915247,46879.35060931839,10.04240596330884,26.0,13.0,13.0,0.5,0.043852206959648185,346588.0,346613.0,346631.1180369864,-9419.990627148296,6.539777862217747,20.0,7.0,13.0,0.35,-0.10463873610249712,346624.0,346644.0,346834.11230587907,10587.63090914732,31.764635330771913,86.0,49.0,37.0,0.5697674418604651,0.004843290557401948,346785.0,346871.0,109.0,61.0,86.0,227.0,313.0,48.0,958.0,958.0
352,0.9916557169963556,347421.55615293956,3558.436069728701,15.882317665385957,55.0,37.0,18.0,0.6727272727272727,0.017510071472506307,347386.0,347440.0,347510.5095930801,-3677.7088981102147,5.605523881900925,16.0,11.0,5.0,0.6875,-0.21583133048347813,347500.0,347516.0,347542.21984491195,50222.16188940753,10.27050436965371,26.0,13.0,13.0,0.5,0.04275694949023692,347529.0,347555.0,347572.9069051712,-8712.315158464391,6.539777862217747,20.0,7.0,13.0,0.35,-0.1138643752800935,347566.0,347586.0,347772.772577159,10204.71802217276,35.50165125203919,88.0,46.0,42.0,0.5227272727272727,0.004765479939594667,347727.0,347814.0,114.0,60.0,86.0,228.0,314.0,54.0,940.0,942.0
353,0.9916118575666039,348386.8958816597,3234.132379355724,12.14530174411867,48.0,34.0,14.0,0.7083333333333334,0.02781131175104282,348353.0,348401.0,348473.59452526015,-4235.879792659187,6.539777862217747,17.0,11.0,6.0,0.6470588235294118,-0.17249441700409657,348463.0,348480.0,348505.8689782383,50811.17909516088,10.251296825091641,26.0,13.0,13.0,0.5,0.043508309629436706,348493.0,348519.0,348536.5291613616,-8500.617349755716,7.4740318425345675,21.0,8.0,13.0,0.38095238095238093,-0.10932334060407915,348529.0,348550.0,348739.02737369906,10192.859403164864,32.69888931108873,84.0,46.0,38.0,0.5476190476190477,0.005399776766358043,348693.0,348777.0,110.0,62.0,87.0,227.0,314.0,48.0,965.0,963.0
354,0.9584150351762994,348953.1041183403,146.8606009709489,12.14530174411867,45.0,14.0,31.0,0.3111111111111111,0.043128226397355,348939.0,348983.0,349348.4054796375,-3651.30433918511,6.539777862217744,37.0,29.0,8.0,0.7837837837837838,-0.11367451500754099,349319.0,349356.0,349382.98411699344,48846.460385601305,10.05471580306375,26.0,13.0,13.0,0.5,0.0440648611223022,349370.0,349396.0,349413.24669745774,-9841.245956561814,6.539777862217747,20.0,7.0,13.0,0.35,-0.109140281239405,349406.0,349426.0,349615.6218989593,7490.944846195603,24.5867006126427,70.0,40.0,30.0,0.5714285714285714,0.007720968176465778,349576.0,349646.0,380.0,336.0,107.0,220.0,327.0,44.0,564.0,877.0
355,0.9914963765291825,350325.81094947964,3506.8214042451787,13.079555724435494,46.0,31.0,15.0,0.6739130434782609,0.0262346032793079,350295.0,350341.0,350412.5095930801,-3837.864919689702,5.605523881900925,16.0,11.0,5.0,0.6875,-0.21783279472871078,350403.0,350418.0,350443.547093146,49548.17960508297,10.117877960657102,25.0,13.0,12.0,0.52,0.04384839180051456,350431.0,350456.0,350473.9853158338,-8612.879642173168,6.539777862217747,20.0,7.0,13.0,0.35,-0.11500032629608808,350467.0,350487.0,350674.6876449789,9975.93717186806,36.43590523177005,89.0,47.0,42.0,0.5280898876404494,0.004910976252904705,350628.0,350717.0,108.0,62.0,84.0,230.0,314.0,46.0,1375.0,1061.0
356,0.782060758106803,350676.1314920456,3824.4916236859303,16.816571645703913,49.0,24.0,25.0,0.4897959183673469,0.013420301736028213,350652.0,350700.0,351153.06574601977,-10915.586419255318,10.276793783354442,429.0,417.0,12.0,0.972027972027972,-0.03796466531716956,350736.0,351165.0,351187.86417533597,39893.61559539886,9.337653583934214,24.0,12.0,12.0,0.5,0.051707137746995153,351176.0,351200.0,351218.7643896202,-17610.680268497006,8.408285822688397,48.0,10.0,38.0,0.20833333333333334,-0.05452408884453098,351209.0,351257.0,351417.5561529397,2991.865245543822,12.994623544406778,38.0,20.0,18.0,0.5263157894736842,0.022586193476152153,351398.0,351436.0,84.0,36.0,521.0,179.0,700.0,48.0,351.0,744.0
357,0.9897231409172087,352196.55615293956,3445.5456942223977,15.882317665385957,51.0,33.0,18.0,0.6470588235294118,0.013580452844659098,352164.0,352215.0,352283.59452526015,-4223.335842609934,6.539777862217747,17.0,11.0,6.0,0.6470588235294118,-0.1711331589251066,352273.0,352290.0,352315.48217447265,46571.920364492886,10.153487861363073,27.0,13.0,14.0,0.48148148148148145,0.04349313397709027,352302.0,352328.0,352346.1236153666,-8802.02715219756,6.539777862217737,20.0,7.0,13.0,0.35,-0.10930340009726032,352339.0,352359.0,352548.857509339,9491.82963359076,34.567397271722264,89.0,49.0,40.0,0.550561797752809,0.004979110688681873,352500.0,352589.0,109.0,58.0,86.0,230.0,316.0,51.0,1520.0,1128.0
358,0.8902496891817778,352549.7917633193,5543.955503643941,21.11904152859633,62.0,34.0,28.0,0.5483870967741935,0.008906806097993306,352516.0,352578.0,353008.1506781998,-7762.628882345171,9.34253980316821,402.0,391.0,11.0,0.972636815920398,-0.05292373361456653,352617.0,353019.0,353043.1788032468,43002.80259852167,9.775656862955449,24.0,12.0,12.0,0.5,0.04730222695041389,353031.0,353055.0,353074.7643896202,-14510.508016583988,8.408285822851388,32.0,10.0,22.0,0.3125,-0.06340866547495932,353065.0,353096.0,353273.1314920394,5599.08198609972,17.48889542855366,52.0,28.0,24.0,0.5384615384615384,0.012671082343699562,353245.0,353297.0,101.0,39.0,479.0,201.0,680.0,62.0,354.0,728.0
359,0.9913000770633795,354076.52877924044,4385.49966399738,16.816571645702776,53.0,20.0,33.0,0.37735849056603776,0.011298922466428897,354057.0,354110.0,354183.473524984,-4060.056567089963,5.605523881900925,16.0,10.0,6.0,0.625,-0.17503394845789655,354173.0,354189.0,354215.1204183143,50898.91605222287,10.170591968323738,26.0,13.0,13.0,0.5,0.0433667902673361,354202.0,354228.0,354245.55006486934,-8147.0165100321565,6.539777862217747,19.0,7.0,12.0,0.3684210526315789,-0.11681356222318678,354239.0,354258.0,354448.772577159,9838.870333618956,35.50165125203919,89.0,48.0,41.0,0.5393258426966292,0.0049478680975453115,354401.0,354490.0,116.0,63.0,85.0,232.0,317.0,53.0,1523.0,1171.0
360,0.9878355639051373,355049.64108511957,3222.7396955047334,14.948063685069135,49.0,32.0,17.0,0.6530612244897959,0.02038276467125396,355018.0,355067.0,355139.26860192773,-3009.567363178878,5.605523881900925,17.0,11.0,6.0,0.6470588235294118,-0.18941985935756167,355128.0,355145.0,355171.9037855364,49141.94081329213,10.13634601098664,26.0,13.0,13.0,0.5,0.043748113648443075,355159.0,355185.0,355202.12019545044,-9408.571390019675,6.539777862217747,20.0,7.0,13.0,0.35,-0.11281592813091255,355195.0,355215.0,355406.11230587907,10891.41981027408,31.764635330771913,84.0,47.0,37.0,0.5595238095238095,0.005376128990480298,355359.0,355443.0,110.0,61.0,87.0,228.0,315.0,49.0,976.0,957.0
361,0.9121819099179824,355405.6218989593,7824.689191105372,23.67614848078685,67.0,37.0,30.0,0.5522388059701493,0.007581453519723297,355369.0,355436.0,355934.23561037984,-7154.388224295164,8.408285822851385,470.0,460.0,10.0,0.9787234042553191,-0.0636183344855587,355474.0,355944.0,355968.26827097364,43503.64520702991,9.701282703574481,24.0,12.0,12.0,0.5,0.04752642920748584,355956.0,355980.0,355999.7643896202,-14447.657643056857,8.408285822827406,36.0,10.0,26.0,0.2777777777777778,-0.06277189319523754,355990.0,356025.0,356198.85629909346,4835.641222874366,18.683256707472168,49.0,26.0,23.0,0.5306122448979592,0.013261534462327581,356173.0,356222.0,105.0,38.0,551.0,197.0,748.0,67.0,357.0,797.0
362,0.9870890945993996,356949.55615293956,4131.995359319702,15.882317665385957,54.0,36.0,18.0,0.6666666666666666,0.015695862317612195,356914.0,356968.0,357035.59452526015,-3741.2463897871658,6.539777862215892,16.0,10.0,6.0,0.625,-0.19496130088432737,357026.0,357042.0,357067.6811383335,49201.54674857587,10.275772343550495,26.0,13.0,13.0,0.5,0.04307422447904475,357055.0,357081.0,357098.056035129,-7898.486883721911,6.539777862217745,20.0,7.0,13.0,0.35,-0.1253770658542739,357091.0,357111.0,357303.942441519,10832.216231880762,33.63314329140555,92.0,53.0,39.0,0.5760869565217391,0.0048817033967840946,357251.0,357343.0,112.0,58.0,85.0,232.0,317.0,54.0,1543.0,1099.0
363,0.9930275788214254,357881.55615293956,3085.2162870035913,15.88231766538274,48.0,30.0,18.0,0.625,0.016235789769399534,357852.0,357900.0,357970.39543314,-3245.341078913187,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.16505909409608494,357959.0,357977.0,358003.7292941329,49829.022097791676,10.24964797303677,26.0,13.0,13.0,0.5,0.043358267052758026,357991.0,358017.0,358033.8031414109,-8695.06069935115,6.539777862217747,20.0,7.0,13.0,0.35,-0.11902502834166008,358027.0,358047.0,358233.68764497904,10808.938453934517,35.919531856145184,84.0,42.0,42.0,0.5,0.005475171253370272,358193.0,358276.0,107.0,59.0,88.0,229.0,317.0,48.0,932.0,936.0
364,0.9448291754449369,358370.08493217995,25.114805558792757,0.9342539802936392,3.0,1.0,2.0,0.3333333333333333,0.22640432947225106,358369.0,358372.0,358807.40547487396,-3633.9081242132584,6.5397778622177345,159.0,151.0,8.0,0.949685534591195,-0.12043490157403022,358657.0,358815.0,358841.5988317979,48430.1888024304,10.139211305462258,25.0,13.0,12.0,0.52,0.044364405440141655,358829.0,358854.0,358872.05061318213,-9947.079770136823,7.474031842416429,21.0,8.0,13.0,0.38095238095238093,-0.10274273668989903,358864.0,358885.0,359071.5369667792,8362.016129062462,24.766912625858012,69.0,38.0,31.0,0.5507246376811594,0.00791029383892435,359034.0,359103.0,288.0,285.0,228.0,218.0,446.0,3.0,487.0,838.0
365,0.9917589407748592,359815.3013563995,3501.813259795178,18.685079606332007,50.0,28.0,22.0,0.56,0.013500635685989953,359787.0,359837.0,359906.5095930801,-3208.557375888932,5.605523881900925,14.0,9.0,5.0,0.6428571428571429,-0.23645864046893605,359898.0,359912.0,359938.2307078614,50404.87887630399,10.217516521057542,26.0,13.0,13.0,0.5,0.04310180820717957,359925.0,359951.0,359968.40547473985,-7488.601172330343,6.539777862217747,18.0,6.0,12.0,0.3333333333333333,-0.14024058743275364,359962.0,359980.0,360170.772577159,10202.610452909066,35.50165125203874,90.0,49.0,41.0,0.5444444444444444,0.005213948195684982,360123.0,360212.0,111.0,61.0,82.0,232.0,314.0,50.0,1447.0,1097.0
366,0.9860199194501135,360768.64108511957,3304.2298609205636,14.948063685069135,50.0,33.0,17.0,0.66,0.015606590377622511,360736.0,360786.0,360857.30944723164,-4380.267141258254,5.605523881900925,16.0,10.0,6.0,0.625,-0.16845956133463055,360847.0,360863.0,360888.43229914026,47599.8973140076,10.115739343534424,26.0,13.0,13.0,0.5,0.043893636069061534,360875.0,360901.0,360919.55109421216,-9505.599652293196,7.4740318425345675,22.0,9.0,13.0,0.4090909090909091,-0.09273491004250475,360911.0,360933.0,361119.942441519,11140.912235580445,33.63314329140555,87.0,48.0,39.0,0.5517241379310345,0.00546499651698538,361072.0,361159.0,111.0,61.0,86.0,226.0,312.0,50.0,953.0,950.0
367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,0.9914013723387916,362683.52877924044,3293.3725399792024,16.816571645702776,49.0,20.0,29.0,0.40816326530612246,0.012512695760599699,362664.0,362713.0,362783.5095930801,-4005.379826368908,5.605523881900925,16.0,11.0,5.0,0.6875,-0.19238610786553603,362773.0,362789.0,362815.5474971804,51016.11101682304,10.211036950982013,27.0,14.0,13.0,0.5185185185185185,0.0432491857559363,362802.0,362829.0,362846.09429234586,-8032.721922804404,6.539777862217747,20.0,7.0,13.0,0.35,-0.12386316855459402,362839.0,362859.0,363051.942441519,10375.476436746403,33.63314329140555,88.0,49.0,39.0,0.5568181818181818,0.004979124351455663,363003.0,363091.0,109.0,60.0,86.0,232.0,318.0,49.0,1912.0,1927.0
369,0.9904919185731654,363638.3862885795,3749.0617410422847,17.750825626019594,50.0,29.0,21.0,0.58,0.01236181288810376,363609.0,363659.0,363729.5095930801,-2408.05176889007,5.605523881900925,15.0,10.0,5.0,0.6666666666666666,-0.2600785548663771,363720.0,363735.0,363762.3688457584,50492.54984792786,10.27472965662675,26.0,13.0,13.0,0.5,0.04300017522077573,363749.0,363775.0,363792.40547473985,-8403.516192403442,6.539777862217747,19.0,6.0,13.0,0.3157894736842105,-0.13250656557054755,363786.0,363805.0,363996.942441519,11530.240508687239,33.63314329140555,89.0,50.0,39.0,0.5617977528089888,0.005394262571531722,363947.0,364036.0,111.0,61.0,85.0,231.0,316.0,50.0,958.0,947.0
370,,,,,,,,,,,364030.0,,,,,,,,,364071.0,364562.0,,,,,,,,,364573.0,364596.0,,,,,,,,,364605.0,364691.0,,,,,,,,,364813.0,364823.0,,,,,,,,
371,0.9894643797625094,365494.52877924044,3024.4517525431006,16.816571645702776,51.0,21.0,30.0,0.4117647058823529,0.010944696745715804,365475.0,365525.0,365596.59452526015,-4359.103178001748,6.539777862217747,17.0,11.0,6.0,0.6470588235294118,-0.16445960108527813,365586.0,365603.0,365628.5042743292,47644.59351472377,10.06579131165684,25.0,13.0,12.0,0.52,0.044063038670317106,365616.0,365641.0,365659.5604450344,-9379.27242142437,6.539777862217747,22.0,8.0,14.0,0.36363636363636365,-0.09453473633777267,365652.0,365674.0,365861.942441519,9991.30629143874,33.63314329140555,82.0,43.0,39.0,0.524390243902439,0.005656490770634186,365819.0,365901.0,111.0,61.0,88.0,227.0,315.0,50.0,1853.0,1866.0
372,0.9858539400904683,366421.72601729963,2392.52989375402,13.64282203788942,44.0,28.0,16.0,0.6363636363636364,0.01793063875224865,366395.0,366438.0,366511.01276735787,-3862.416717683956,6.539777862217747,19.0,12.0,7.0,0.631578947368421,-0.1348975033886047,366499.0,366518.0,366544.73667783703,48710.01190483454,10.02987597440095,26.0,13.0,13.0,0.5,0.044197889427282804,366532.0,366558.0,366575.5945252079,-10051.080841237945,6.539777862217747,22.0,8.0,14.0,0.36363636363636365,-0.09299016849446057,366568.0,366590.0,366779.11230587907,10401.731839065409,31.764635330771913,82.0,45.0,37.0,0.5487804878048781,0.005746892804161574,366735.0,366816.0,104.0,61.0,91.0,226.0,317.0,43.0,930.0,916.0
373,0.964186531199719,366947.25479654,31.71900223136291,2.8027619409500213,9.0,3.0,6.0,0.3333333333333333,0.22930704861740792,366944.0,366953.0,367348.3230683343,-3005.573245084374,5.605523881900913,19.0,13.0,6.0,0.6842105263157895,-0.16948343229359328,367335.0,367354.0,367381.45736590726,48640.9040768782,10.2022097521219,26.0,13.0,13.0,0.5,0.0438279845934016,367368.0,367394.0,367411.5949952957,-9558.541757960113,7.4740318425258465,20.0,8.0,12.0,0.4,-0.10540198626234003,367404.0,367424.0,367610.1123058791,8469.745698497802,27.526677064677294,75.0,38.0,37.0,0.5066666666666667,0.005815130551930692,367572.0,367647.0,391.0,382.0,89.0,223.0,312.0,9.0,524.0,837.0
374,0.9917868177710023,368341.44384706044,4010.3389634951477,15.882317665385889,52.0,19.0,33.0,0.36538461538461536,0.016022032485028564,368323.0,368374.0,368445.5095930801,-3802.6472608896943,5.605523881900731,15.0,10.0,5.0,0.6666666666666666,-0.19711769308363256,368436.0,368451.0,368477.5253854232,50159.71231921771,10.199644204473994,27.0,14.0,13.0,0.5185185185185185,0.04345462404651017,368464.0,368491.0,368507.52158566436,-7918.450325922248,6.5397778622176155,19.0,7.0,12.0,0.3684210526315789,-0.12461797269268639,368501.0,368520.0,368710.6876449789,10614.180018236257,36.435905232342925,92.0,50.0,42.0,0.5434782608695652,0.005289355947390242,368661.0,368753.0,113.0,62.0,84.0,233.0,317.0,51.0,1393.0,1096.0
375,0.9872943309833446,369297.52877924044,3774.2885684316957,16.816571645702773,51.0,20.0,31.0,0.39215686274509803,0.012407907613705547,369278.0,369329.0,369402.0809492977,-4475.965920686845,5.605523881900925,17.0,11.0,6.0,0.6470588235294118,-0.16788309372701013,369391.0,369408.0,369433.2757645878,48301.20385677709,10.075583470256516,26.0,13.0,13.0,0.5,0.04416816854457348,369420.0,369446.0,369464.16623784037,-9425.141611669165,7.474031842534194,21.0,8.0,13.0,0.38095238095238093,-0.10215223016261495,369456.0,369477.0,369667.11230587907,10919.494226009172,31.764635330771913,85.0,48.0,37.0,0.5647058823529412,0.006138343488641064,369620.0,369704.0,113.0,62.0,86.0,227.0,313.0,51.0,956.0,956.0
376,,,,,,,,,,,369696.0,,,,,,,,,369728.0,370203.0,,,,,,,,,370214.0,370237.0,,,,,,,,,370246.0,370335.0,,,,,,,,,370450.0,370467.0,,,,,,,,
377,0.9915824841925301,371218.2164242194,3881.7912416057247,19.61933358545777,52.0,29.0,23.0,0.5576923076923077,0.012703560254095175,371189.0,371241.0,371308.5095930792,-3501.2748126316437,5.6055238818290425,15.0,10.0,5.0,0.6666666666666666,-0.21265238812215262,371299.0,371314.0,371340.60638272384,51227.52789601454,10.211822252656635,26.0,13.0,13.0,0.5,0.04334277996590588,371328.0,371354.0,371370.71449207264,-7671.947741187812,6.539777862195103,19.0,7.0,12.0,0.3684210526315789,-0.12929661282120924,371364.0,371383.0,371575.857509339,10970.097960910722,34.567397271662905,90.0,50.0,40.0,0.5555555555555556,0.00474433728612618,371526.0,371616.0,110.0,58.0,84.0,233.0,317.0,52.0,1924.0,1907.0
378,0.9904127259643742,372158.72601729963,3415.8358414352438,14.013809704752312,48.0,32.0,16.0,0.6666666666666666,0.025197069480500132,372127.0,372175.0,372245.5095930801,-2876.0302055880725,5.605523881900925,16.0,11.0,5.0,0.6875,-0.22377535326968434,372235.0,372251.0,372278.08077025565,49015.00687833681,10.18990140897152,26.0,13.0,13.0,0.5,0.0434012397341976,372265.0,372291.0,372308.1844672604,-8977.128042683793,6.539777862216302,20.0,7.0,13.0,0.35,-0.11879161755046448,372301.0,372321.0,372510.857509339,11197.100140960685,34.56739727171346,86.0,46.0,40.0,0.5348837209302325,0.005312970302989182,372465.0,372551.0,108.0,60.0,86.0,230.0,316.0,48.0,940.0,938.0
379,0.7247324906567847,372512.3013563995,3948.3357520631475,15.287792405184346,44.0,22.0,22.0,0.5,0.016132173802643493,372490.0,372534.0,373028.06574601977,-12012.167173499736,10.27679378348503,473.0,461.0,12.0,0.9746300211416491,-0.0374182471085604,372567.0,373040.0,373062.36286001286,38449.55020502144,9.458632408071143,23.0,11.0,12.0,0.4782608695652174,0.053317917131331626,373051.0,373074.0,373093.93425398023,-19122.590782634044,10.276793783485015,72.0,12.0,60.0,0.16666666666666666,-0.04580799851844959,373082.0,373152.0,373295.2356103798,1108.399030527791,6.9088401655431,23.0,13.0,10.0,0.5652173913043478,0.0642204164122496,373282.0,373305.0,77.0,33.0,585.0,153.0,738.0,44.0,354.0,783.0
380,0.9918414308501906,374891.64108511957,3410.3834905563867,14.948063685069135,51.0,34.0,17.0,0.6666666666666666,0.0217891511895806,374858.0,374909.0,374980.50959308003,-3917.3052052382377,5.605523881900925,16.0,11.0,5.0,0.6875,-0.19046330126469035,374970.0,374986.0,375012.69513117307,49362.1800761711,10.36518514821787,27.0,14.0,13.0,0.5185185185185185,0.04276237460117338,374999.0,375026.0,375043.7083120742,-8796.743130773812,7.474031842534566,21.0,8.0,13.0,0.38095238095238093,-0.10612540788964865,375036.0,375057.0,375244.942441519,10702.806719059432,33.63314329139147,85.0,46.0,39.0,0.5411764705882353,0.005618612983799316,375200.0,375284.0,112.0,61.0,87.0,227.0,314.0,51.0,2379.0,1951.0
381,0.9928529636886305,375871.9534401406,3947.4284246022366,21.48784154728688,54.0,25.0,29.0,0.46296296296296297,0.008622884237374603,375847.0,375901.0,375975.59452526015,-3738.942289098921,6.539777862217747,16.0,10.0,6.0,0.625,-0.19295217728633524,375966.0,375982.0,376008.01517546934,51611.25531788499,10.29575839067046,26.0,13.0,13.0,0.5,0.042831840643515244,375995.0,376021.0,376038.53111532534,-7956.139805454054,6.539777862217747,19.0,7.0,12.0,0.3684210526315789,-0.12007326061585591,376032.0,376051.0,376241.942441519,10953.342507245914,33.63314329140555,86.0,47.0,39.0,0.5465116279069767,0.005498597880303614,376196.0,376281.0,119.0,65.0,85.0,230.0,315.0,54.0,977.0,995.0
382,,,,,,,,,,,376437.0,,,,,,,,,376671.0,376840.0,,,,,,,,,376854.0,376879.0,,,,,,,,,376889.0,376910.0,,,,,,,,,377059.0,377132.0,,,,,,,,
383,0.9912339649973717,377878.52877924044,3181.2981202310775,16.816571645702776,48.0,20.0,28.0,0.4166666666666667,0.010431081852507846,377859.0,377907.0,377978.3310790787,-4335.648888260323,5.605523881900925,17.0,11.0,6.0,0.6470588235294118,-0.159051144243903,377967.0,377984.0,378009.9833615094,48898.64246183609,10.06472609533414,26.0,13.0,13.0,0.5,0.044235807151808325,377997.0,378023.0,378041.0612466497,-9207.938013673072,7.474031842534567,22.0,8.0,14.0,0.36363636363636365,-0.09980469464810666,378033.0,378055.0,378245.02737369906,10084.252163566438,32.69888931108873,82.0,44.0,38.0,0.5365853658536586,0.006037206791787944,378201.0,378283.0,108.0,60.0,88.0,228.0,316.0,48.0,2007.0,2002.0
384,0.985582790386148,378785.27398270037,3312.3755770653447,14.013809704752306,48.0,16.0,32.0,0.3333333333333333,0.019913269320329073,378769.0,378817.0,378890.49805330014,-4464.1821412130585,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.14774601325921383,378879.0,378897.0,378922.380284323,49090.838500531776,10.068673200418894,26.0,13.0,13.0,0.5,0.043920610743348694,378909.0,378935.0,378953.12911829434,-9139.372413646672,6.539777862217747,20.0,7.0,13.0,0.35,-0.10780182541815302,378946.0,378966.0,379157.11230587907,11488.87553345206,31.764635330771913,86.0,49.0,37.0,0.5697674418604651,0.005487849530828155,379108.0,379194.0,110.0,62.0,87.0,228.0,315.0,48.0,907.0,913.0
385,0.985812866093468,379532.52877924044,4066.8986294456854,16.81657164570264,50.0,20.0,30.0,0.4,0.010820901016623911,379513.0,379563.0,379637.1969541387,-3592.839747247586,6.539777862203696,18.0,11.0,7.0,0.6111111111111112,-0.15638375419905376,379626.0,379644.0,379670.0420216752,47284.04246681209,10.146668634046797,26.0,13.0,13.0,0.5,0.044137388169253416,379657.0,379683.0,379700.8238448199,-10504.923620864436,7.474031842534229,21.0,8.0,13.0,0.38095238095238093,-0.09360269296430425,379693.0,379714.0,379902.11230587907,11626.156610689039,31.764635330771913,84.0,47.0,37.0,0.5595238095238095,0.005461771998840909,379855.0,379939.0,113.0,63.0,88.0,225.0,313.0,50.0,747.0,747.0
